No,B,V,mas,T
823,7.679,7.521,4.94,8600
824,8.475,8.102,9.17,7150
825,9.215,8.107,3.80,4500
826,8.663,8.446,5.84,9000
827,8.732,7.816,6.19,4800
828,4.776,4.751,18.95,9790
829,7.412,7.300,3.75,9000
830,6.074,6.171,4.63,14000
831,7.012,5.869,7.13,4500
832,8.545,8.435,5.05,9980
833,8.531,7.140,5.13,4150
834,8.623,8.090,16.22,6200
835,8.836,8.244,14.46,5700
836,9.376,8.805,4.96,6370
837,9.546,8.972,11.31,5750
838,7.151,7.058,9.97,9000
839,6.771,5.594,8.50,4390
840,8.170,7.262,12.15,4550
841,10.421,9.609,13.81,5150
842,9.911,9.385,6.92,6500
843,8.324,7.985,9.27,7300
844,7.750,7.206,10.25,6370
845,10.347,9.602,15.81,5300
846,10.164,9.519,6.84,5700
847,9.234,8.835,6.96,6900
848,8.364,8.293,4.75,9380
849,10.227,9.722,6.21,6500
850,6.922,6.721,9.64,8180
851,9.227,8.682,10.40,5940
852,7.505,7.135,11.47,7030
853,7.789,7.297,13.52,6900
854,9.713,9.222,8.69,5750
855,9.074,8.123,3.94,4660
856,6.690,6.689,4.80,9500
857,9.694,9.253,5.51,7030
858,8.826,8.088,6.82,5500
859,6.441,5.363,12.88,4660
860,7.820,6.853,7.17,4800
861,9.633,8.897,10.60,5560
862,9.135,8.512,10.75,5150
863,8.189,6.915,3.68,4390
864,9.421,8.746,13.60,5560
865,8.678,8.223,5.36,7030
866,7.381,6.899,8.92,5900
867,7.984,7.577,11.15,7030
868,11.062,10.270,9.53,4550
869,10.217,9.461,11.73,5500
870,8.885,8.378,7.90,6370
871,8.852,8.414,4.42,7030
872,9.177,7.640,3.58,4050
873,9.895,9.404,7.98,5370
874,6.959,5.920,8.65,4660
875,7.752,7.466,3.59,7500
876,10.121,9.586,7.92,6200
877,8.652,8.137,12.35,6370
878,9.399,8.883,6.92,6200
879,8.319,7.801,12.31,6370
880,6.406,6.406,6.13,9790
881,6.387,6.111,6.67,7600
882,9.343,8.751,9.43,6250
883,9.763,9.352,7.82,5750
884,7.888,7.263,14.14,5900
885,7.892,7.888,3.60,10500
886,8.215,7.868,7.38,7300
887,9.055,8.715,4.80,7300
888,8.859,8.399,10.93,6650
889,9.519,9.003,8.30,5750
890,7.400,7.410,6.00,9790
891,8.559,8.060,11.60,5750
892,8.699,8.227,9.85,6650
893,8.406,7.473,5.51,5150
894,9.088,8.572,10.60,6370
895,9.288,8.319,4.63,4800
896,9.114,8.272,37.40,4550
897,8.991,7.655,4.03,4150
898,8.086,7.638,8.39,7030
899,10.541,9.914,8.02,5700
900,9.923,9.281,7.44,5370
901,8.277,7.889,10.65,7460
902,7.711,7.598,4.17,9980
903,9.121,8.538,12.81,5790
904,8.967,8.534,10.76,6800
905,7.067,6.881,8.18,8180
906,8.116,6.785,5.86,4250
907,7.389,6.907,24.04,6650
908,6.056,5.567,38.97,6900
909,7.933,7.375,21.55,6250
910,8.234,7.736,19.37,6370
911,8.592,8.053,16.07,6200
912,7.552,7.360,6.01,9000
913,8.803,8.461,5.19,7350
914,8.548,7.407,3.67,4500
915,8.685,8.171,16.54,5750
916,10.781,9.532,21.65,4410
917,9.446,8.899,6.23,6370
918,9.307,8.911,6.82,7030
919,9.274,8.696,8.98,6250
920,9.784,8.951,22.15,5150
921,10.126,9.640,7.50,6900
922,8.885,8.005,34.68,5150
923,10.175,9.541,9.43,5700
924,9.154,8.756,8.98,7300
925,8.600,7.618,6.15,4800
926,9.368,8.762,18.01,5700
927,10.114,9.637,5.90,6500
928,8.892,8.369,14.85,5750
929,9.663,8.930,13.23,5500
930,7.973,7.374,22.87,5750
931,10.407,9.595,10.55,5310
932,8.491,8.020,12.52,6650
933,9.227,8.623,11.35,5940
934,10.991,10.388,10.81,4930
935,7.855,7.638,7.78,7600
936,7.046,6.943,8.85,9380
937,7.777,7.723,5.57,9980
938,10.348,9.501,19.89,4800
939,6.395,5.936,17.69,6650
940,8.491,8.223,6.69,7600
941,8.175,7.449,34.40,5310
942,8.673,8.548,4.94,9980
943,9.010,8.609,6.61,7300
944,5.973,5.508,27.35,6500
945,9.095,8.510,13.39,5940
946,10.163,9.682,6.28,6650
947,9.418,9.038,4.80,6900
948,7.867,7.907,4.11,10500
949,7.758,7.309,10.60,7030
950,8.923,8.406,13.07,5750
951,6.836,6.315,26.61,6200
952,9.979,9.421,6.90,6250
953,10.324,9.793,5.94,6500
954,7.288,6.901,16.79,7000
955,7.201,6.716,21.10,6500
956,7.505,6.436,6.84,4660
957,9.154,8.387,23.04,5150
958,8.689,7.070,4.23,3690
959,8.362,7.875,14.89,6900
960,4.981,5.077,6.44,12000
961,9.906,9.215,7.61,5700
962,8.340,7.248,5.26,4390
963,8.847,8.475,6.90,7300
964,8.741,7.605,4.61,4660
965,9.736,9.239,6.55,6650
966,9.387,8.828,12.32,6250
967,10.071,9.451,11.77,5790
968,8.401,8.277,5.88,9000
969,8.850,8.369,10.14,6650
970,9.022,8.527,12.38,5370
971,8.256,8.038,5.86,7600
972,8.333,7.934,8.59,6900
973,9.296,8.659,18.06,5370
974,8.230,7.796,7.63,6900
975,8.682,8.404,4.51,7460
976,5.732,5.867,3.73,19000
977,7.125,6.716,5.61,6300
978,8.798,8.152,15.28,5250
979,8.741,8.142,8.35,5900
980,8.670,8.218,6.84,6900
981,3.490,3.671,5.67,20900
982,7.941,7.643,4.59,7000
983,7.360,6.165,9.93,4390
984,7.387,6.399,6.98,4660
985,9.003,8.263,8.90,5700
986,6.315,5.427,3.40,5050
987,7.708,6.993,22.15,5310
988,9.154,8.255,5.80,5310
989,6.872,6.835,5.63,9980
990,9.335,8.930,4.73,6900
991,7.815,6.415,5.63,4150
992,8.229,7.593,8.38,5370
993,7.939,6.828,6.76,4500
994,8.378,7.921,7.03,6370
995,6.960,6.966,2.88,15500
996,9.722,9.324,7.21,6370
997,8.843,8.383,6.38,6900
998,9.994,9.376,13.05,5700
999,8.947,8.472,7.23,6650
1000,8.019,7.537,20.95,6370
1001,9.302,8.800,6.03,6500
1002,9.559,8.567,3.08,4660
1003,8.746,7.671,4.78,4660
1004,8.961,8.498,6.65,5750
1005,8.904,7.748,6.46,4500
1006,10.196,9.484,14.75,5500
1007,7.967,7.368,9.56,5940
1008,9.008,7.908,5.71,4660
1009,9.951,9.451,6.63,6500
1010,7.921,7.431,16.34,6650
1011,10.600,9.928,6.76,5700
1012,9.319,8.814,5.57,6200
1013,8.847,8.383,9.89,6370
1014,10.414,9.744,6.80,5650
1015,7.869,7.665,7.51,9380
1016,9.270,8.838,7.55,6900
1017,7.905,7.396,12.28,6500
1018,8.843,8.321,9.68,6370
1019,10.706,10.057,8.85,5190
1020,10.465,9.619,9.85,5310
1021,6.596,6.721,5.15,14000
1022,9.708,9.232,9.60,6650
1023,10.020,9.171,24.07,5150
1024,5.211,4.347,19.19,5050
1025,9.357,8.760,14.68,5940
1026,7.513,7.105,16.02,6900
1027,8.906,8.545,6.90,7300
1028,9.407,9.017,4.67,7000
1029,8.435,8.326,6.21,9980
1030,8.355,7.947,8.72,7460
1031,9.670,9.031,16.31,5370
1032,9.461,8.770,12.85,5700
1033,10.300,9.647,10.77,5370
1034,6.697,6.717,2.95,9980
1035,12.130,10.998,17.84,3990
1036,7.985,7.755,9.05,8180
1037,9.071,8.480,23.88,4930
1038,10.402,9.715,11.76,5500
1039,8.800,8.520,4.96,7350
1040,7.276,6.802,12.53,6650
1041,8.659,8.270,7.53,7300
1042,9.513,9.166,7.01,7030
1043,6.734,5.875,90.01,5150
1044,9.913,9.222,15.72,4970
1045,9.406,8.812,14.67,5940
1046,9.079,8.593,8.57,5750
1047,8.630,8.232,9.06,7460
1048,9.204,8.755,6.90,6370
1049,8.418,7.876,13.14,6200
1050,7.954,7.425,20.10,5750
1051,7.272,6.827,13.68,6650
1052,8.734,7.657,5.00,4660
1053,9.055,8.456,8.76,6250
1054,6.947,6.392,31.10,6500
1055,8.637,7.910,5.13,5790
1056,8.263,7.714,7.34,6500
1057,7.138,5.994,10.76,4500
1058,9.729,9.284,8.52,7000
1059,7.205,6.683,23.81,6200
1060,8.934,8.484,6.65,6900
1061,9.354,8.743,13.31,5940
1062,8.300,8.055,7.57,7500
1063,9.380,8.699,5.69,4930
1064,9.659,9.100,6.03,6250
1065,9.234,8.682,5.53,6250
1066,8.661,8.142,16.06,6500
1067,8.154,7.026,5.48,4660
1068,8.057,7.432,16.97,6250
1069,7.324,7.291,4.59,9980
1070,8.916,8.248,14.78,5370
1071,7.397,6.485,6.34,4800
1072,3.431,2.240,13.73,4660
1073,9.501,8.788,19.27,5560
1074,9.342,8.687,17.23,5650
1075,9.119,8.503,9.38,5790
1076,7.777,6.744,4.90,4660
1077,10.456,9.793,9.77,4930
1078,9.439,8.928,7.15,6650
1079,6.993,5.893,5.55,4660
1080,9.529,9.029,4.73,6650
1081,9.560,8.803,23.02,5500
1082,8.626,8.196,4.30,7000
1083,8.597,8.338,4.21,8180
1084,9.621,9.079,6.71,6200
1085,9.371,8.444,5.21,5050
1086,7.665,7.030,38.70,5700
1087,8.901,8.369,11.73,6200
1088,7.901,7.368,21.57,6200
1089,10.428,9.760,5.69,5650
1090,8.048,7.590,17.44,6800
1091,9.015,7.975,4.05,4660
1092,9.496,8.970,8.57,6200
1093,10.282,9.585,9.56,5700
1094,8.102,7.039,6.59,4500
1095,7.578,7.427,6.19,8750
1096,9.614,9.092,6.38,5750
1097,6.184,5.304,9.76,4800
1098,7.050,6.513,30.06,6250
1099,9.975,9.326,13.72,5700
1100,6.811,6.729,8.43,9980
1101,10.156,9.595,9.28,5940
1102,9.019,8.789,6.01,8610
1103,5.559,4.594,13.34,4800
1104,9.074,8.607,5.46,6800
1105,10.675,9.979,13.72,5500
1106,8.779,8.397,8.75,7300
1107,8.359,7.684,9.68,5370
1108,9.588,9.166,5.96,6650
1109,9.097,8.597,5.19,6650
1110,8.187,7.886,4.13,7600
1111,7.498,6.933,20.79,5750
1112,9.350,8.916,5.03,7030
1113,8.347,7.842,17.03,5750
1114,8.574,8.451,3.31,9000
1115,8.116,7.627,7.61,6370
1116,8.486,8.319,6.94,9380
1117,9.251,8.607,14.68,4930
1118,12.260,10.979,19.13,3700
1119,7.497,7.025,20.20,6370
1120,10.451,9.840,7.65,5940
1121,10.258,9.508,13.06,5500
1122,8.907,7.940,3.97,4700
1123,9.067,8.380,19.61,5560
1124,9.357,8.852,10.10,5750
1125,9.253,8.718,6.17,6650
1126,9.961,9.425,6.28,6370
1127,8.678,8.144,16.87,6200
1128,9.776,9.222,6.76,5940
1129,8.980,8.548,8.59,6370
1130,10.656,10.074,9.02,5940
1131,10.032,9.307,8.34,5370
1132,6.176,6.175,3.41,9980
1133,7.829,7.696,3.50,9000
1134,9.168,8.418,27.59,4800
1135,9.562,8.850,18.51,5700
1136,9.364,8.826,8.48,5940
1137,9.262,8.744,9.57,6650
1138,10.282,9.670,9.00,5700
1139,8.623,7.057,5.69,4050
1140,7.160,6.642,24.34,6250
1141,9.470,8.989,5.17,6370
1142,9.354,8.611,9.02,4930
1143,8.600,7.889,22.88,5560
1144,8.670,7.673,4.57,4660
1145,8.378,7.992,5.92,7000
1146,8.020,6.969,6.44,4660
1147,10.920,10.102,12.57,4830
1148,9.189,8.774,6.78,7030
1149,8.727,8.211,6.05,6500
1150,4.367,4.361,13.31,9790
1151,9.829,9.151,15.81,5560
1152,8.312,7.914,6.17,7000
1153,8.717,8.187,6.21,6370
1154,9.911,9.232,14.65,5700
1155,9.458,8.937,8.52,6500
1156,8.848,7.836,5.05,4800
1157,8.477,8.130,8.64,7030
1158,9.420,8.973,10.38,6500
1159,3.069,2.036,34.11,4660
1160,10.342,9.640,14.23,5560
1161,9.612,9.095,11.77,5370
1162,9.788,9.210,6.67,5900
1163,9.234,8.779,8.55,5750
1164,10.593,10.185,6.01,6370
1165,10.887,10.265,9.68,5370
1166,7.110,5.997,18.97,4500
1167,9.946,9.329,10.81,5700
1168,9.157,8.555,13.10,5790
1169,7.676,6.755,6.84,4550
1170,9.586,9.036,10.84,6250
1171,5.780,4.763,15.32,4660
1172,7.068,5.899,8.94,4500
1173,7.007,6.855,9.22,8600
1174,9.625,9.138,9.72,6370
1175,9.604,9.038,11.73,6200
1176,9.532,9.053,5.67,6650
1177,9.343,8.854,10.06,6650
1178,9.147,8.602,13.28,6370
1179,9.989,9.333,10.22,5700
1180,8.848,8.277,15.43,5940
1181,8.458,7.784,30.36,5560
1182,10.368,9.743,8.94,5700
1183,8.074,7.568,13.77,6500
1184,10.430,9.836,9.64,5750
1185,8.569,8.114,12.19,6650
1186,7.685,6.605,4.98,4660
1187,8.697,8.286,8.57,7000
1188,9.192,8.758,8.97,5750
1189,9.432,8.677,12.88,4930
1190,5.571,5.218,36.52,7300
1191,8.692,7.663,4.59,4660
1192,7.389,6.888,21.80,5750
1193,9.298,8.921,5.82,7300
1194,6.236,5.929,15.11,7600
1195,9.279,8.722,7.73,6250
1196,8.288,7.219,4.82,4660
1197,6.693,6.144,21.79,5800
1198,10.689,10.140,8.39,5370
1199,8.446,8.204,4.09,7750
1200,7.947,7.181,26.82,4930
1201,9.821,9.185,6.11,5790
1202,9.354,8.935,6.07,6900
1203,9.520,8.977,7.00,6500
1204,5.440,5.408,9.05,9000
1205,9.022,8.664,6.80,6900
1206,7.908,7.605,6.38,7350
1207,10.887,9.932,20.15,4250
1208,9.892,9.250,13.31,5700
1209,9.600,9.140,6.53,6650
1210,6.778,6.146,31.22,5790
1211,9.843,9.376,5.13,6900
1212,8.956,8.491,6.19,6650
1213,6.815,6.486,11.00,7300
1214,8.555,7.863,26.11,5560
1215,10.689,9.734,20.04,4830
1216,6.435,5.793,66.90,5560
1217,9.380,8.817,7.82,5940
1218,8.090,7.534,23.12,5370
1219,8.335,7.780,20.26,6250
1220,8.619,7.678,6.44,4660
1221,7.735,7.280,8.38,6800
1222,9.810,9.340,6.80,6900
1223,8.069,7.558,16.37,6370
1224,8.817,8.298,9.22,5750
1225,10.642,9.821,11.81,5310
1226,9.810,9.163,12.43,5500
1227,9.350,8.642,15.78,5560
1228,5.967,6.026,7.34,9980
1229,9.986,9.355,6.94,5700
1230,8.404,7.685,9.38,4950
1231,7.985,7.703,5.86,7350
1232,8.142,7.144,14.09,4500
1233,7.793,7.620,7.00,9000
1234,8.833,8.336,5.51,6900
1235,9.685,9.220,6.40,6650
1236,9.498,8.463,4.82,4660
1237,9.366,8.513,6.11,5310
1238,9.446,8.968,7.23,6650
1239,9.791,9.145,14.44,5650
1240,10.531,9.901,9.03,5370
1241,10.807,9.967,21.59,4550
1242,8.067,6.813,8.21,4390
1243,8.230,7.802,9.18,6900
1244,6.820,6.394,24.55,6900
1245,9.190,8.625,17.15,6250
1246,10.027,9.498,7.34,6500
1247,8.387,7.561,35.63,4800
1248,9.404,8.944,5.57,6900
1249,7.519,6.954,8.59,6250
1250,9.373,8.963,6.11,6900
1251,9.737,9.161,7.44,5900
1252,8.194,7.480,7.36,4930
1253,10.130,9.571,7.11,5940
1254,8.913,8.427,6.94,6650
1255,9.836,9.347,7.11,5750
1256,7.743,7.506,6.75,8250
1257,6.492,5.504,12.32,4800
1258,10.475,9.760,9.25,5560
1259,6.919,5.973,7.13,4800
1260,8.392,7.843,19.69,6250
1261,9.461,8.880,8.34,5940
1262,9.442,8.890,9.85,5750
1263,7.020,5.693,8.18,4250
1264,9.795,9.171,7.32,5370
1265,8.038,6.929,4.21,4660
1266,11.060,10.305,296.79,4930
1267,9.704,9.097,10.40,5370
1268,9.824,9.057,6.69,5560
1269,9.163,8.032,7.13,4500
1270,9.630,9.041,9.76,5370
1271,7.037,6.510,17.29,6250
1272,8.236,7.719,12.42,6200
1273,8.328,8.043,5.51,8610
1274,5.514,5.559,6.65,10500
1275,9.661,8.890,17.05,5310
1276,9.003,8.006,3.97,4660
1277,9.838,9.114,7.19,5560
1278,10.203,9.536,14.72,5560
1279,8.996,8.036,6.05,4800
1280,8.810,8.154,12.77,5700
1281,8.612,8.109,8.05,6500
1282,6.493,5.083,15.78,4050
1283,8.111,7.931,5.65,9380
1284,9.916,9.538,5.65,6500
1285,5.984,4.427,10.46,4050
1286,7.131,6.778,15.94,7300
1287,8.932,7.875,5.03,4660
1288,8.064,7.092,6.17,4550
1289,8.510,8.140,8.67,7300
1290,7.171,6.274,8.18,4800
1291,8.564,7.592,6.19,4660
1292,9.465,8.960,5.34,6650
1293,8.116,7.179,5.55,4800
1294,8.062,7.565,19.48,6200
1295,6.848,5.889,17.90,4660
1296,9.102,8.734,5.07,7300
1297,6.409,6.277,4.03,8600
1298,8.588,8.022,18.90,5750
1299,11.435,10.411,16.54,4250
1300,8.597,8.152,7.73,6370
1301,8.631,8.144,12.72,6500
1302,9.729,9.333,6.65,6900
1303,8.597,8.046,7.84,6370
1304,10.513,9.774,14.32,4930
1305,10.100,9.583,7.30,5750
1306,8.661,7.732,46.43,4310
1307,10.661,9.496,36.00,4410
1308,6.657,6.287,9.39,6000
1309,8.071,6.627,3.26,4150
1310,9.814,9.062,19.51,4930
1311,9.765,9.097,8.22,5790
1312,6.824,6.885,5.90,10500
1313,6.788,6.473,10.38,7000
1314,9.545,8.875,7.78,5700
1315,5.692,5.165,64.43,6200
1316,8.475,7.946,16.93,6200
1317,8.321,7.218,5.48,4500
1318,10.072,9.475,11.31,5700
1319,6.171,6.118,10.93,9980
1320,10.746,9.906,10.97,5150
1321,8.546,7.980,18.40,6200
1322,9.071,8.281,39.79,4930
1323,8.352,7.959,6.55,7300
1324,8.637,7.671,6.65,4800
1325,8.913,8.460,9.30,6650
1326,8.913,7.728,5.05,4390
1327,9.069,8.510,5.28,5750
1328,8.114,7.197,5.32,4800
1329,9.135,8.524,9.97,5900
1330,9.585,8.967,8.55,5700
1331,5.617,5.225,12.90,6500
1332,9.925,9.227,9.97,5560
1333,10.265,9.637,11.56,4930
1334,11.293,10.515,12.00,4600
1335,7.322,6.847,25.76,6650
1336,8.612,8.107,10.56,5750
1337,7.032,6.751,8.42,8610
1338,6.684,6.364,15.34,7000
1339,10.996,10.385,7.73,5190
1340,10.381,9.744,9.06,5650
1341,8.256,7.622,10.82,5900
1342,9.081,8.041,6.65,5150
1343,9.805,9.262,8.40,5750
1344,8.508,8.038,7.53,6370
1345,7.689,6.969,45.13,5560
1346,8.982,8.572,7.09,7460
1347,9.329,8.732,11.00,5790
1348,7.458,6.375,7.03,4660
1349,7.369,6.885,12.03,6800
1350,7.734,7.132,18.97,5900
1351,7.834,7.278,18.95,5750
1352,9.369,8.805,7.78,6200
1353,10.590,9.725,20.87,4800
1354,9.513,8.909,7.92,6250
1355,8.748,8.093,16.15,5370
1356,7.241,7.256,3.25,9980
1357,10.338,9.817,5.59,6650
1358,7.374,7.242,4.07,8600
1359,6.256,6.215,2.93,9790
1360,7.045,6.690,11.17,7460
1361,9.708,9.177,8.71,5940
1362,9.529,9.003,5.67,6650
1363,8.666,8.286,6.03,7300
1364,10.260,9.767,7.03,6370
1365,8.793,8.359,8.43,7000
1366,9.220,8.456,24.92,4750
1367,10.298,9.661,11.52,5700
1368,8.586,8.118,8.28,6800
1369,8.272,8.149,5.73,9380
1370,8.326,7.839,10.06,6650
1371,11.269,10.456,10.26,4550
1372,8.430,8.043,7.67,7300
1373,9.270,8.670,13.02,5790
1374,9.453,8.829,8.60,5900
1375,9.017,8.508,9.56,6200
1376,11.168,10.666,8.80,6370
1377,8.105,7.630,11.77,6500
1378,9.640,9.178,5.51,6650
1379,8.651,8.137,7.26,6900
1380,8.840,7.671,4.17,4500
1381,7.168,6.646,17.27,6200
1382,7.776,7.274,10.40,6200
1383,7.455,7.366,7.40,9980
1384,7.815,7.723,2.92,9980
1385,8.487,7.818,14.27,5650
1386,7.473,7.008,15.80,6650
1387,8.423,8.319,4.96,9380
1388,8.347,7.916,7.46,7000
1389,8.595,7.872,5.36,5700
1390,9.166,8.515,8.46,5700
1391,7.988,7.888,4.94,9980
1392,9.239,8.569,5.26,5370
1393,9.435,8.744,5.86,5790
1394,9.314,8.520,23.36,4550
1395,9.684,8.996,7.13,5700
1396,7.359,6.763,23.68,5370
1397,6.725,6.693,4.32,9000
1398,8.831,8.210,13.81,5700
1399,8.387,8.005,6.98,7460
1400,8.329,7.752,19.54,6200
1401,9.671,9.083,11.76,5940
1402,8.979,8.539,10.09,6900
1403,6.340,4.764,6.38,3690
1404,8.086,7.170,71.01,4830
1405,5.361,4.789,53.99,6250
1406,8.571,8.201,6.80,6370
1407,7.969,7.627,8.96,7300
1408,9.906,9.439,7.21,6900
1409,6.960,6.519,13.46,6900
1410,8.720,8.338,7.44,7300
1411,9.439,9.060,6.42,7300
1412,7.783,7.409,10.10,6900
1413,7.758,7.675,3.71,9980
1414,8.928,8.494,5.73,7000
1415,9.637,8.916,21.26,5500
1416,9.324,8.689,16.96,5560
1417,7.440,7.314,5.13,8180
1418,10.192,9.670,8.22,6250
1419,8.609,8.251,10.05,7460
1420,9.586,9.012,5.15,5940
1421,9.628,9.178,7.44,5750
1422,7.520,6.528,6.76,4660
1423,8.994,8.456,5.11,6500
1424,6.519,6.303,11.89,8610
1425,9.432,8.984,7.55,6900
1426,8.361,7.330,5.73,4500
1427,9.887,9.225,11.07,5560
1428,9.003,8.543,8.38,6900
1429,8.463,8.050,4.32,7000
1430,9.748,8.921,14.64,5150
1431,8.581,8.114,7.34,7030
1432,10.461,9.918,9.03,5750
1433,10.164,9.581,8.25,5700
1434,9.029,8.628,6.03,7000
1435,10.690,10.076,10.85,5370
1436,8.409,7.910,12.51,6200
1437,8.743,8.399,4.65,7460
1438,9.770,9.331,5.84,6900
1439,9.951,9.215,9.56,5560
1440,8.864,8.437,7.40,6900
1441,8.435,7.927,10.68,6800
1442,10.645,10.088,7.71,5370
1443,9.937,9.350,7.92,6200
1444,9.779,9.152,8.92,5790
1445,5.698,5.581,13.27,8400
1446,8.491,7.431,5.42,4390
1447,8.046,7.400,33.95,5790
1448,6.065,4.817,8.17,4390
1449,9.031,8.045,10.14,4660
1450,7.951,6.295,4.44,3500
1451,8.079,7.585,12.77,6650
1452,8.484,8.267,4.34,9000
1453,9.711,9.083,13.56,5650
1454,8.965,7.958,4.90,4660
1455,7.229,6.724,18.07,6500
1456,10.031,9.430,10.96,5700
1457,8.913,8.324,5.53,5940
1458,8.078,7.066,6.59,4660
1459,7.414,7.189,10.43,8610
1460,9.366,8.668,12.31,5560
1461,8.345,7.855,10.18,6800
1462,9.571,9.175,6.32,7300
1463,8.500,8.109,7.57,7300
1464,9.083,8.034,4.71,4700
1465,7.407,5.866,6.57,4050
1466,10.005,9.079,7.59,4550
1467,8.765,8.336,9.75,6370
1468,9.399,8.309,5.82,4500
1469,10.274,9.750,5.92,6250
1470,7.959,7.953,5.44,9980
1471,7.698,6.613,5.90,4500
1472,6.216,6.066,12.27,8180
1473,7.855,7.394,6.11,6650
1474,10.081,9.602,7.36,5370
1475,8.708,8.173,16.57,6200
1476,7.979,7.428,9.36,6500
1477,10.201,9.756,6.55,6900
1478,7.427,6.465,6.48,4800
1479,8.213,7.723,14.11,6500
1480,9.288,8.654,14.17,4930
1481,9.625,9.270,6.55,7300
1482,7.034,6.916,6.38,9980
1483,8.182,7.520,24.20,4930
1484,7.974,7.170,22.44,5310
1485,8.883,8.335,12.84,6250
1486,9.581,9.008,5.90,6200
1487,9.102,8.668,5.36,7000
1488,8.892,8.913,3.20,10500
1489,9.642,9.163,6.38,6370
1490,10.777,9.921,16.32,4550
1491,9.418,8.869,13.72,6250
1492,5.579,4.622,16.13,4800
1493,8.987,8.342,14.71,5370
1494,8.744,7.806,4.90,4660
1495,9.980,9.329,7.65,5560
1496,4.013,3.857,23.61,8180
1497,8.904,8.510,6.55,7000
1498,7.277,6.975,5.80,7300
1499,7.328,7.192,7.46,8600
1500,6.760,6.382,16.62,7460
1501,9.987,8.984,22.75,4550
1502,10.126,9.607,9.78,6500
1503,8.760,8.376,7.92,7300
1504,8.484,7.945,11.46,6200
1505,8.907,8.418,8.55,6370
1506,9.479,9.012,7.80,6370
1507,9.357,8.831,8.77,6500
1508,8.590,8.282,6.11,8000
1509,7.927,7.748,4.13,9000
1510,9.223,8.824,6.05,7030
1511,9.057,8.470,16.72,5750
1512,9.456,8.486,5.86,4660
1513,10.293,9.423,20.85,4550
1514,8.470,7.379,6.23,4660
1515,8.692,8.255,10.35,6500
1516,9.173,8.656,10.44,5750
1517,8.111,7.004,8.53,4390
1518,9.055,8.663,5.88,7030
1519,9.114,8.652,9.64,5750
1520,7.045,6.966,6.86,9000
1521,9.116,8.784,5.67,7300
1522,8.454,7.982,6.48,6650
1523,8.005,7.590,11.81,7000
1524,7.561,6.552,5.38,4660
1525,9.284,8.748,6.01,6500
1526,8.467,7.197,7.88,4250
1527,7.188,6.285,6.36,4800
1528,10.064,9.362,12.21,5310
1529,8.578,8.458,3.90,9980
1530,7.400,7.285,4.32,9380
1531,9.505,9.015,4.19,6200
1532,8.154,7.747,14.60,7150
1533,9.295,8.232,3.52,4500
1534,8.956,8.628,6.01,7300
1535,9.229,8.543,13.93,5940
1536,7.663,7.389,5.53,7460
1537,8.895,8.687,4.15,9380
1538,8.972,8.456,9.93,6650
1539,9.364,8.866,6.98,6900
1540,8.270,7.815,17.44,6370
1541,8.918,8.477,5.55,6500
1542,6.915,6.966,4.26,10500
1543,7.440,7.223,7.05,9000
1544,7.796,6.730,5.09,4660
1545,6.336,6.234,5.84,9000
1546,7.823,7.311,11.00,5750
1547,10.279,9.619,10.59,5310
1548,5.960,5.965,8.52,9980
1549,9.939,9.496,9.25,6650
1550,4.166,4.301,5.28,12000
1551,8.078,7.572,16.29,6500
1552,6.564,5.611,10.53,4900
1553,9.371,8.965,6.23,7300
1554,9.562,9.045,9.07,6650
1555,10.251,9.706,7.84,6200
1556,9.126,8.673,8.07,6370
1557,8.852,8.512,6.21,7460
1558,8.562,7.624,4.92,4660
1559,9.767,9.171,7.53,5940
1560,9.597,9.093,5.61,6200
1561,7.566,7.377,4.76,9380
1562,8.484,7.980,14.72,6370
1563,8.423,7.861,21.27,5750
1564,8.866,7.777,8.35,4500
1565,9.866,9.329,5.21,6500
1566,7.316,6.889,17.31,6370
1567,8.637,8.034,9.43,5940
1568,11.630,10.553,20.85,4550
1569,8.795,8.206,11.88,5940
1570,8.692,7.683,4.63,4660
1571,9.342,8.829,8.94,6200
1572,10.434,9.890,8.72,5370
1573,9.963,9.222,12.43,5560
1574,10.029,9.347,5.51,5900
1575,10.126,9.312,19.35,5150
1576,8.053,7.085,7.13,4800
1577,7.835,7.361,10.94,5800
1578,9.734,9.189,9.81,5750
1579,9.555,9.029,9.80,5940
1580,7.836,7.651,7.71,9380
1581,8.960,7.903,4.17,4660
1582,11.097,10.050,23.86,4700
1583,11.265,10.713,7.80,5750
1584,8.652,7.998,12.52,5700
1585,7.066,6.657,9.18,7030
1586,8.595,8.107,13.38,6650
1587,6.535,6.396,9.38,8400
1588,7.324,7.119,4.42,9000
1589,8.456,6.973,4.50,4150
1590,10.859,10.098,10.81,4550
1591,8.260,7.883,5.94,7300
1592,10.383,9.866,8.93,6200
1593,9.251,8.826,7.13,6900
1594,7.612,7.382,5.40,8180
1595,8.291,7.738,11.36,6500
1596,10.104,9.541,10.39,5940
1597,8.555,7.682,12.06,4550
1598,7.882,7.328,24.54,5940
1599,8.649,8.255,8.06,7460
1600,9.684,8.928,10.88,4930
1601,7.697,7.653,3.85,9980
1602,7.755,6.862,6.73,4800
1603,7.560,6.914,21.95,5790
1604,8.503,8.090,8.69,7000
1605,9.694,9.074,7.42,5900
1606,9.487,8.907,7.59,5790
1607,8.871,7.749,5.26,4500
1608,7.505,6.607,13.31,4660
1609,9.420,8.935,8.17,6650
